order_id,order_date,customer_id,employee_id,product_name,category,quantity,unit_price,discount_pct,payment_method,order_status,sales_channel,shipping_address,order_notes
O001976,2022-08-26 01:30:00,C00290,E0192,OFFICE CHAIR,Electronics,8,4999,0.03,PayPal,Returned,Marketplace," unit 2, building 41",Gift order
O001977,2024-02-10 00:33:00,C00209,E0219,Desk,Computer Accessories,8,4999,0,Debit Card ,Processing,STORE,992 Rizal St.,
O001978,2023-11-21 13:26:00,C00046,E0239,Headset,Networking,10,499,,Credit Card,Returned,Marketplace,"Unit 14, Building 5",Gift order
O001979,2024-04-22 11:44:00,C00405,E0029,Router,Computer Accessories,2,4999,0.03,Debit Card,Cancelled,Marketplace,"Unit 6, Building 18",
O001980,2024-07-21 13:17:00,C00027,E0149,Tablet,Office Furniture,7,799,0,Bank Transfer,Pending,Store,209 Bonifacio St.,Urgent
O001981,2022-08-26 11:25:00,C00855,E0172,Laptop,office furniture ,8,499,0.2,Bank Transfer,Returned,STORE,373 QUEZON ST.,Deliver after 5PM
O001982,2024-06-21 11:33:00,C00827,E0076,External Drive,NETWORKING,9,19999,0,Credit Card,Delivered,Marketplace,"unit 7, building 37",Call customer
O001983,2024-11-20 00:32:00,C00697,E0150,Webcam,Networking,6,19999,,PayPal,Returned,Store,"UNIT 8, BUILDING 33",Gift order
O001984,2025-03-09 22:14:00,C00928,E0192,UPS,Electronics,5,19999,0.15,PayPal,Processing,Online," UNIT 11, BUILDING 9",
O001985,2024-11-26 05:53:00,C00114,E0036,Webcam,Networking,7,4999,0.05,Bank Transfer,Delivered,Online,997 Quezon St.,Deliver after 5PM
O001986,2023-12-23 12:35:00,C00750,E0187,Smartphone,Electronics,7,14999,0,Cash,Processing,Online,870 Quezon St.,Call customer
O001987,2024-04-09 05:07:00,C00793,E0204,,Office Furniture,5,1499,0, GCash,,STORE,192 Bonifacio St.,
O001988,2024-11-12 14:02:00,C00239,E0229,Monitor,Electronics,6,4999,,PayPal,Pending,Online,"Unit 13, Building 3",Call customer
O001989,2023-04-12 20:58:00,C00943,E0019,Desk,Electronics,4,1999,0.1,Debit Card,Returned,Store,,
O001990,2025-10-09 02:54:00,C00509,E0041,Desk,Networking,4,,0.1,Cash,Delivered,Online,"Unit 1, Building 14",
O001991,2024-03-30 04:32:00,C00915,E0242,Webcam,Electronics,6,9999,0.05,PayPal,Returned,Store,"Unit 3, Building 5",
O001992,2024-02-13 15:35:00,C01000,E0068,Desk,Networking,8,1499,0.2,PayPal,Processing,Online,27 Quezon St.,Deliver after 5PM
O001993,2024-07-16 15:18:00,C00531,E0219,Keyboard,NETWORKING ,5,1499,0.15,Debit Card,Cancelled,," Unit 16, Building 41 ",Deliver after 5PM
O001994,2022-04-02 11:49:00,C00524,E0060,Laptop,Mobile Devices,10,19999,0.15,Bank Transfer,,,480 Mabini St.,
O001995,2025-04-23 17:55:00,C00776,E0181, Printer,Mobile Devices,8,4999,,Debit Card,Cancelled,STORE,912 Mabini St.,Deliver after 5PM
O001996,2025-08-14 00:58:00,C00082,E0240,Router,mobile devices,4,4999,0.2,PayPal,cancelled ,Marketplace,"Unit 19, Building 11",Call customer
O001997,2025-04-03 03:18:00,C00667,E0130,Tablet,Electronics,9,7999,0,Bank Transfer,Cancelled,STORE,"Unit 13, Building 5",Gift order
O001998,2023-10-23 23:31:00,C00782,E0080,External Drive,,2,19999,0.1,Bank Transfer,Processing,Store,865 Mabini St.,
O001999,2025-10-31 20:31:00,C00401,E0118,UPS,Electronics,6,1499,0.1,Credit Card,Pending,," unit 11, building 36",Deliver after 5PM
O002000,2023-09-04 08:44:00,C00526,E0053,Router,Mobile Devices,9,19999,0.1,Cash,Processing,Online,383 Bonifacio St.,
O002001,2025-05-28 16:01:00,C00132,E0070,Mouse,Networking,4,999,0.03,GCash, RETURNED ,,"UNIT 3, BUILDING 33 ",Gift order
O002002,2022-09-02 12:12:00,C00146,E0167,Router,Mobile Devices,10,1499,0.1, cash ,Processing,Marketplace,"Unit 2, Building 9",
O002003,2025-09-30 16:56:00,C00581,E0119,Printer,Computer Accessories,6,19999,0.2,debit card,Cancelled,Online,"Unit 12, Building 41",Urgent
O002004,2024-10-28 15:24:00,C00420,E0105,Webcam,Office Furniture,6,4999,0.15,PayPal,Cancelled,,315 Main St.,Urgent
O002005,2022-12-21 12:42:00,C00576,E0147,Laptop,,9,799,0.05, Debit Card , cancelled ,,"Unit 9, Building 46",Urgent
O002006,2025-02-28 13:05:00,C00029,E0010,Monitor, Networking,1,2999,0.1,Debit Card,Processing,Marketplace,416 Rizal St.,Urgent
O002007,2025-06-02 04:46:00,C00903,E0165,UPS,NETWORKING ,7,4999,0.1,Cash,Cancelled,Marketplace,"Unit 16, Building 50",Deliver after 5PM
O002008,2024-12-18 23:08:00,C00487,E0166,external drive,Networking,9,1999,0,paypal,Cancelled,Marketplace,939 Bonifacio St.,Gift order
O002009,2022-10-12 07:38:00,C00589,E0094,headset,,9,1999,0,Cash,Shipped,,"unit 19, building 49",Deliver after 5PM
O002010,2022-03-20 01:12:00,C00949,E0078,Desk,MOBILE DEVICES,1,9999,0,Credit Card,Cancelled,,"Unit 8, Building 8",
O002011,2022-10-26 12:43:00,C00603,E0042,UPS,COMPUTER ACCESSORIES ,7,999,0.1,Cash,Cancelled,online,"Unit 5, Building 46",Deliver after 5PM
O002012,2022-08-13 02:35:00,C00197,E0094,tablet ,Networking,2,14999,0.05,PayPal,Cancelled,,543 Rizal St.,Gift order
O002013,2024-12-29 03:46:00,C00134,E0142,Webcam,Networking,10,799,,Cash,Cancelled,Marketplace,945 Mabini St.,Call customer
O002014,2025-11-12 09:31:00,C00432,E0214,TABLET ,Office Furniture,4,999,0.03,Cash,,online,"Unit 16, Building 36",Gift order
O002015,2024-10-12 11:47:00,C00769,E0078,Office Chair,Office Furniture ,1,499,0.05,Credit Card,Processing,,590 Mabini St.,Call customer
O002016,2025-03-12 15:46:00,C00298,E0167,UPS,Computer Accessories,3,4999,0,Credit Card, PENDING ,STORE, 383 Rizal St. ,Deliver after 5PM
O002017,2023-12-28 07:32:00,C00079,E0053,Projector,Mobile Devices,8,499,0,Bank Transfer,Processing,Store,927 Quezon St.,
O002018,2022-01-13 10:46:00,C00302,E0171,Printer,Mobile Devices,10,19999,0,Cash,Returned,Marketplace,"Unit 11, Building 38",Gift order
O002019,2022-05-05 07:59:00,C00019,E0169,office chair ,Electronics,3,7999,0,GCash,Processing,STORE,,Deliver after 5PM
O002020,2025-02-16 16:19:00,C00737,E0031,Office Chair,Office Furniture,8,2999,0.2,PAYPAL,Cancelled,STORE,548 RIZAL ST.,Deliver after 5PM
O002021,2025-01-27 13:35:00,C00748,E0091,Headset,Mobile Devices,9,19999,0.1,GCash,Processing,,"Unit 15, Building 22",Deliver after 5PM
O002022,2024-04-13 20:06:00,C00007,E0010,Router,Computer Accessories,9,1999,,,Shipped,Online,431 Quezon St.,
O002023,2025-04-27 20:19:00,C00946,E0046,Tablet,Mobile Devices,1,999,0.2,Credit Card,Cancelled,,158 Bonifacio St.,
O002024,2022-11-27 05:47:00,C00596,E0246,Smartphone,Office Furniture,9,799,0.03,Credit Card,Delivered,Store, 228 Main St. ,
O002025,2022-05-21 20:05:00,C00539,E0241,Projector,Electronics,3,1499,0.15,Cash, PROCESSING,,811 QUEZON ST. ,Urgent
O002026,2022-04-07 23:22:00,C00644,E0186,Headset,Office Furniture,1,14999,0.15,Cash,Pending,Marketplace,24 Mabini St.,Call customer
O002027,2022-05-03 02:07:00,C00479,E0206,Laptop,Electronics,8,2999,0.1,Credit Card,Delivered,Online,292 Bonifacio St.,
O002028,2023-07-19 11:07:00,C00807,E0127,Office Chair, ELECTRONICS,5,4999,0,GCash,Shipped,Online,837 Rizal St.,
O002029,2023-01-14 09:59:00,C00236,E0175,Mouse,Office Furniture,10,14999,,Cash,Cancelled,online,"Unit 12, Building 47",
O002030,2024-02-12 08:53:00,C00381,E0090,Headset,Networking,9,2999,0.15,Bank Transfer,Shipped,online,932 Rizal St.,
O002031,2024-03-09 03:02:00,C00752,E0090,Mouse,Mobile Devices ,,1499,0.2,Bank Transfer,Pending,,"Unit 13, Building 8",
O002032,2024-12-02 10:15:00,C00102,E0067,Printer,Computer Accessories,6,2999,0.15,Debit Card,Returned,online,409 Rizal St.,Call customer
O002033,2022-07-16 18:44:00,C00937,E0180,Projector,Office Furniture,4,9999,0.05,Debit Card,Processing,STORE,"UNIT 15, BUILDING 31",
O002034,2024-04-22 03:58:00,C00842,E0248,UPS,Networking,1,499,0.03,Cash,Cancelled,STORE,805 Quezon St.,Urgent
O002035,2022-04-30 18:03:00,C00836,E0203,Laptop,Electronics,8,999,0,Credit Card,Pending,Marketplace,"Unit 13, Building 1",
O002036,2024-05-02 16:36:00,C00787,E0193,Tablet,Networking,6,2999,0.15,,,Online,596 Main St.,
O002037,2022-08-02 15:28:00,C00582,E0217,Laptop,Computer Accessories,8,14999,0,Credit Card,Pending,Store,"Unit 17, Building 28",Call customer
O002038,2024-12-17 11:47:00,C00994,E0235,External Drive,Office Furniture,1,999,0.1, Bank Transfer ,Pending,online,"Unit 1, Building 1",Deliver after 5PM
O002039,2023-03-30 16:09:00,C00808,E0231,Monitor,Computer Accessories,3,499,0.2,credit card ,Delivered,," unit 11, building 44",Gift order
O002040,2022-10-16 11:01:00,C00528,E0115,External Drive,Mobile Devices,7,14999,,PayPal ,Returned,Online,9 BONIFACIO ST. ,Deliver after 5PM
O002041,2022-05-01 18:44:00,C00520,E0022,Webcam,Computer Accessories,7,799,0.15,Bank Transfer, delivered,Marketplace,"Unit 15, Building 23",Deliver after 5PM
O002042,2022-08-27 21:30:00,C00277,E0239,Smartphone,Computer Accessories,7,1999,0.03,Credit Card,Cancelled,Marketplace,"Unit 3, Building 4",Gift order
O002043,2023-10-05 13:24:00,C00759,E0130,Monitor,Mobile Devices,6,7999,,,Returned,,702 Quezon St.,
O002044,2022-09-08 04:25:00,C00137,E0068,Tablet,networking ,10,999,0.03,GCash,Returned,Online," Unit 4, Building 2 ",
O002045,2023-10-06 15:06:00,C00709,E0003,Desk,Networking,7,2999,0,Bank Transfer,Delivered,Marketplace,34 Mabini St.,Urgent
O002046,2024-06-25 08:37:00,C00164,E0211,Monitor,Office Furniture,7,1999,0,PayPal,Delivered,Marketplace, 77 Mabini St.,
O002047,2025-11-25 19:05:00,C00719,E0227,Laptop ,Networking,7,9999,,PayPal ,Pending,, 79 Rizal St.,Deliver after 5PM
O002048,2023-08-12 19:18:00,C00304,E0126, Mouse ,Mobile Devices,8,9999,0.05,Debit Card,Delivered,online,"unit 13, building 3 ",Gift order
O002049,2022-08-15 15:05:00,C00193,E0150,Desk,Computer Accessories,10,1999,0.15,Cash,Shipped,Marketplace,963 MABINI ST. ,Deliver after 5PM
O002050,2022-03-29 17:02:00,C00486,E0164,Headset,Networking,3,1999,0.15,Credit Card,Processing,STORE,492 Mabini St.,Deliver after 5PM
O002051,2023-09-08 03:37:00,C00937,E0227,External Drive,Computer Accessories,9,999,0.2,Bank Transfer,,Online,"Unit 20, Building 14",Deliver after 5PM
O002052,2022-05-30 00:48:00,C00173,E0019,Webcam, Mobile Devices ,4,7999,0.1, DEBIT CARD,Shipped,STORE,21 Main St.,
O002053,2025-12-01 00:04:00,C00461,E0141,Monitor,Computer Accessories,6,499,0.05,,Returned,Store,983 Bonifacio St.,Urgent
O002054,2025-04-15 05:38:00,C00672,E0142,Headset, ELECTRONICS ,4,9999,0,Credit Card,Returned,Store,172 Rizal St.,
O002055,2023-03-13 10:24:00,C00493,E0045,Projector ,Networking,10,1999,,Credit Card, Processing,,689 Rizal St.,Call customer
O002056,2024-02-08 03:31:00,C00840,E0117,,Mobile Devices,9,1499,0,paypal,Cancelled,Store,296 Rizal St.,Urgent
O002057,2023-12-31 19:31:00,C00780,E0159,Mouse,Office Furniture,3,9999,0,Cash, Cancelled ,STORE,"Unit 9, Building 23",
O002058,2025-05-01 09:18:00,C00501,E0038,Desk,Computer Accessories,3,14999,0.03,Credit Card,Shipped,Store,"Unit 12, Building 45",Urgent
O002059,2024-10-05 17:21:00,C00931,E0250,Desk,Electronics ,10,1499,,Bank Transfer,Cancelled,Marketplace," unit 2, building 23",
O002060,2025-08-28 17:14:00,C00670,E0205,Office Chair,Electronics,4,1499,0.2,GCash,Pending,Store,747 Mabini St.,
O002061,2022-10-12 00:59:00,C00987,E0210,Webcam,Computer Accessories,3,499,0.03,Cash,Delivered,,,Gift order
O002062,2022-02-03 19:39:00,C00768,E0157,Webcam,Office Furniture,9,9999,0.15,GCash,Cancelled ,Online,"Unit 5, Building 40",Urgent
O002063,2024-12-13 06:20:00,C00633,E0185,Desk,Mobile Devices,4,999,0.03,Credit Card,Returned ,Store,744 Main St.,Urgent
O002064,2025-05-14 22:25:00,C00906,E0175, External Drive ,Networking,2,799,0.05,PayPal,Shipped,Marketplace,"Unit 7, Building 40",Deliver after 5PM
O002065,2024-08-25 17:09:00,C00004,E0051, Keyboard ,Mobile Devices,1,,0.1,GCash,Returned ,Marketplace,635 Quezon St.,Urgent
O002066,2025-02-25 16:33:00,C00319,E0224,UPS,Computer Accessories,4,799,0,Credit Card, Delivered ,,993 Bonifacio St.,Urgent
O002067,2022-05-21 04:54:00,C00937,E0107,Laptop,Mobile Devices,1,799,0,GCash,Delivered,Marketplace,"Unit 2, Building 38",Gift order
O002068,2025-10-10 12:54:00,C00343,E0052,Monitor,Office Furniture ,4,799,0.05,PayPal,Processing,Marketplace,,Gift order
O002069,2022-11-09 06:14:00,C00838,E0226,UPS,computer accessories,8,2999,0.05,Debit Card,Processing,Online,"Unit 13, Building 6",Gift order
O002070,2025-12-28 12:14:00,C00324,E0124,Office Chair,Mobile Devices,8,1499,0.2,Credit Card,Delivered,Online,,Deliver after 5PM
O002071,2023-10-21 14:35:00,C00875,E0223,Projector,Office Furniture,3,19999,0.2,Credit Card,Processing,Store,"Unit 5, Building 10",
O002072,2022-09-07 08:40:00,C00346,E0194,Headset,Electronics,4,499,, bank transfer ,Shipped,Store,128 Main St.,Deliver after 5PM
O002073,2024-11-14 18:56:00,C00268,E0100,Desk,Electronics,1,1499,0.1,Credit Card,Delivered,,"Unit 10, Building 48 ",Gift order
O002074,2025-09-20 22:44:00,C00385,E0236,Smartphone,Office Furniture,3,1999,0.2,GCash,Delivered,online,578 Rizal St. ,Gift order
O002075,2025-12-01 09:26:00,C00480,E0098,Mouse,Networking,9,999,0.05, CREDIT CARD ,Processing,Store," Unit 3, Building 16",
O002076,2023-08-13 13:47:00,C00346,E0208,Projector,Computer Accessories,6,999,0,Bank Transfer,Cancelled,Online,827 Main St.,Call customer
O002077,2023-01-26 06:03:00,C00095,E0034, UPS ,Mobile Devices,8,14999,0.2,GCash,Shipped,online,854 RIZAL ST. ,Call customer
O002078,2025-01-17 01:27:00,C00627,E0204,Smartphone,Networking,7,1999,0.2,Bank Transfer,Processing,Marketplace,"UNIT 16, BUILDING 13",
O002079,2024-01-15 04:15:00,C00007,E0146,Webcam, office furniture ,8,9999,0,Bank Transfer,Returned,,"Unit 7, Building 21",Urgent
O002080,2025-08-29 06:27:00,C00133,E0164, EXTERNAL DRIVE ,Networking,3,499,0,GCASH,,,,Call customer
O002081,2023-11-18 18:48:00,C00275,E0157,Router, networking,10,14999,0.05,GCash,Processing,Store,"Unit 11, Building 22",
O002082,2025-06-23 08:46:00,C00026,E0060,Desk,Electronics,9,19999,0.1,Cash,Delivered,Online,933 Quezon St.,Urgent
O002083,2023-05-24 12:12:00,C00183,E0190,External Drive,Office Furniture,3,9999,0.03,Debit Card,Pending,STORE,"Unit 14, Building 7",
O002084,2024-10-29 13:35:00,C00770,E0005,Smartphone,Mobile Devices,10,799,0.2,Cash,Returned,, 30 Quezon St. ,
O002085,2022-11-15 22:39:00,C00449,E0018,Printer,Networking,3,1999,0.2,GCash, shipped,Online,"Unit 19, Building 48",
O002086,2024-05-13 09:50:00,C00030,E0022,Desk, Electronics ,1,19999,0.2,Bank Transfer, shipped,Store,514 Main St.,Call customer
O002087,2023-01-02 04:52:00,C00908,E0032,Mouse,MOBILE DEVICES ,8,1999,0.05,Debit Card,Delivered,Marketplace,703 Bonifacio St.,Gift order
O002088,2022-10-08 19:05:00,C00625,E0011,Office Chair,Mobile Devices,5,799,0.03,GCash,Delivered,,949 RIZAL ST.,Gift order
O002089,2022-02-26 14:32:00,C00112,E0246,Tablet,Mobile Devices,3,14999,0.03,Credit Card ,Pending,Store,"Unit 3, Building 6",Call customer
O002090,2024-09-16 18:44:00,C00547,E0170,Webcam,computer accessories ,5,14999,,paypal,Shipped,,171 Bonifacio St.,Deliver after 5PM
O002091,2025-09-23 18:13:00,C00300,E0147,ups , Office Furniture,9,9999,0.1,GCash ,Cancelled,Online,904 Quezon St.,
O002092,2022-06-13 03:24:00,C00960,E0226,Headset,Computer Accessories,1,799,0,Cash,Delivered,,662 main st.,Gift order
O002093,2024-05-08 11:41:00,C00052,E0205,Keyboard, NETWORKING ,7,2999,0,Debit Card,Cancelled,Marketplace," UNIT 3, BUILDING 45",Call customer
O002094,2022-12-19 20:55:00,C00958,E0007,UPS,Office Furniture,6,14999,0,Credit Card,Shipped,STORE,640 Quezon St.,Gift order
O002095,2022-09-13 03:34:00,C00161,E0016,UPS,Networking,1,,0.15,GCash,Delivered,Marketplace,"Unit 4, Building 39",Call customer
O002096,2024-09-15 05:36:00,C00322,E0019,Headset,Networking,5,799,,PayPal,Returned,Store,665 Quezon St.,Deliver after 5PM
O002097,2022-02-28 12:12:00,C00077,E0170,ups ,Mobile Devices,4,799,0.05,GCash , delivered ,Marketplace,"Unit 1, Building 30",
O002098,2022-04-27 18:05:00,C00488,E0156,Office Chair,Networking,5,2999,0.15,PayPal,Processing,Marketplace,"Unit 18, Building 8",Urgent
O002099,2025-10-23 01:00:00,C00997,E0215,Office Chair,Electronics,4,4999,0.2,debit card ,Returned,online,"Unit 8, Building 14",Gift order
O002100,2022-05-11 09:44:00,C00459,E0090,UPS,Electronics,7,1999,0.05,Credit Card,Delivered,STORE,"Unit 10, Building 12",
O002101,2023-07-14 16:38:00,C00354,E0052,External Drive,Networking,6,2999,0.1,Debit Card,pending,online,839 Quezon St.,Urgent
O002102,2024-01-09 08:21:00,C00153,E0071,Laptop,Computer Accessories,9,1499,,PAYPAL,Processing,Online,994 Mabini St. ,Call customer
O002103,2022-08-26 09:42:00,C00453,E0212,Headset,Office Furniture,1,499,0,Cash,Cancelled,Marketplace,580 Mabini St.,Gift order
O002104,2025-12-04 22:28:00,C00884,E0156,Mouse,Networking,5,14999,0.15,Bank Transfer,Processing,online,280 Quezon St.,
O002105,2024-08-03 04:07:00,C00966,E0035,Headset,Electronics,9,999,0.2,Cash,Cancelled,online,298 Rizal St.,
O002106,2024-06-24 12:12:00,C00221,E0094,Printer,Computer Accessories,9,7999,,Bank Transfer,Shipped,Marketplace,320 Rizal St.,
O002107,2024-02-05 12:04:00,C00743,E0038,Tablet,Office Furniture,9,999,0.2,Cash,Shipped,,453 Mabini St.,Deliver after 5PM
O002108,2022-04-04 22:06:00,C00951,E0155,,Office Furniture,10,14999,0.1,Debit Card,Processing,,109 Main St.,
O002109,2022-01-29 14:40:00,C00037,E0078,Laptop,Networking,7,799,0.03,Credit Card,Processing,,519 Main St.,
O002110,2023-03-11 00:30:00,C00415,E0118,UPS ,Mobile Devices,7,799,0.2,Cash,Delivered,Online,776 Mabini St.,
O002111,2024-01-15 18:31:00,C00830,E0036, headset,Electronics,8,1499,0,Bank Transfer,Pending,online,773 Rizal St.,Gift order
O002112,2023-02-21 08:36:00,C00753,E0024,Projector,,9,1999,0.1,Debit Card, Returned ,,,Call customer
O002113,2023-06-30 19:43:00,C00539,E0166,Projector,Computer Accessories,8,7999,0.05,Bank Transfer,Pending,Store,704 Mabini St.,Deliver after 5PM
O002114,2025-11-03 18:04:00,C00273,E0041,Monitor,Electronics,10,1499,,Credit Card,DELIVERED,STORE,"Unit 16, Building 32",Call customer
O002115,2023-01-27 19:36:00,C00234,E0241,External Drive,Computer Accessories,4,7999,0.1,Bank Transfer,Delivered,Online,269 Rizal St.,Deliver after 5PM
O002116,2025-10-12 08:15:00,C00146,E0197,Router,Networking,8,799,0.1,GCash,Returned,online,29 Mabini St.,
O002117,2022-02-17 12:25:00,C00311,E0086,Monitor,Office Furniture,3,14999,0.15,Cash,PENDING ,Online,"Unit 11, Building 38",Urgent
O002118,2025-08-06 12:53:00,C00344,E0189,Projector, Computer Accessories ,7,999,0,Credit Card,Shipped,,"Unit 10, Building 4",Deliver after 5PM
O002119,2023-02-24 14:52:00,C00817,E0037,Mouse,Networking,5,2999,0, CASH,Delivered,Marketplace,"Unit 17, Building 25",
O002120,2022-09-26 09:46:00,C00672,E0249,Projector,Electronics,8,1999,,Bank Transfer,Shipped,online,642 Rizal St.,
O002121,2025-03-13 12:19:00,C00763,E0083,Monitor,Electronics,1,1999,0.05,bank transfer ,Returned,Marketplace,931 Quezon St.,Urgent
O002122,2023-09-12 07:54:00,C00536,E0174,router ,Mobile Devices,8,9999,0.05,Debit Card,Processing,Online,"Unit 19, Building 15",Call customer
O002123,2024-09-07 08:05:00,C00274,E0079,UPS,Electronics,9,,0.05,GCash,Pending,STORE,54 Mabini St.,Gift order
O002124,2022-10-15 22:46:00,C00479,E0009,Tablet,Electronics,6,2999,0.03,PayPal ,Returned,Marketplace,235 Mabini St.,Call customer
O002125,2022-09-02 05:55:00,C00915,E0084,Desk,Electronics,7,999,0.15,,Processing,Marketplace,815 Mabini St.,
O002126,2022-09-27 00:05:00,C00379,E0224,External Drive,Computer Accessories,3,4999,0.05,PayPal,Pending,Online,915 Main St.,Deliver after 5PM
O002127,2024-08-24 13:18:00,C00026,E0182,Smartphone,Mobile Devices,,9999,0.15,Credit Card,Shipped,Online,"Unit 12, Building 19",
O002128,2023-02-18 15:09:00,C00269,E0143,Webcam,Computer Accessories,2,799,0.05, gcash,Shipped,STORE,721 Bonifacio St.,Call customer
O002129,2024-09-28 01:52:00,C00982,E0050,UPS,Computer Accessories,7,999,,Cash, CANCELLED,online,"Unit 8, Building 37",
O002130,2025-07-29 13:05:00,C00008,E0053,Headset,Mobile Devices,2,,,Cash,Pending,STORE,948 Bonifacio St.,Gift order
O002131,2024-08-13 21:20:00,C00707,E0049,Tablet,Networking,6,2999,0.03,Bank Transfer,Returned,,"Unit 15, Building 33",
O002132,2025-09-21 23:00:00,C00601,E0081,Tablet,Electronics,2,14999,0,Cash,Processing,online,783 RIZAL ST. ,Gift order
O002133,2022-03-10 07:14:00,C00640,E0191,Desk,Mobile Devices,5,4999,0.2,Bank Transfer,Delivered,Online,,
O002134,2022-11-16 18:39:00,C00347,E0090,Monitor, NETWORKING ,8,999,0.15, gcash ,Processing,Marketplace,837 Quezon St.,
O002135,2023-09-23 18:17:00,C00922,E0143,Office Chair,Mobile Devices,5,7999,0.1,PayPal,Cancelled,Store,385 Bonifacio St.,Call customer
O002136,2022-10-08 11:26:00,C00304,E0055,Router,Electronics,7,2999,,Cash,Delivered,Marketplace,"Unit 17, Building 10",Deliver after 5PM
O002137,2022-12-28 14:09:00,C00650,E0038,UPS,Office Furniture,4,14999,, CASH,Delivered,Store,116 QUEZON ST.,Deliver after 5PM
O002138,2025-07-06 05:52:00,C00482,E0049,Projector,Office Furniture,,4999,0,credit card,Delivered,STORE,"UNIT 7, BUILDING 22 ",Call customer
O002139,2024-02-15 14:19:00,C00140,E0094,Desk, OFFICE FURNITURE ,8,7999,0.03,GCash,Shipped,,"Unit 3, Building 20",
O002140,2023-05-17 04:30:00,C00373,E0095, Tablet ,Mobile Devices ,2,2999,0.03,DEBIT CARD ,Cancelled,,"Unit 7, Building 9",Deliver after 5PM
O002141,2022-08-25 05:48:00,C00013,E0230,Router,Electronics,7,4999,0.2,GCash,Processing,STORE,"Unit 2, Building 5",Deliver after 5PM
O002142,2023-06-26 20:50:00,C00260,E0176,Mouse,Computer Accessories ,5,1999,0.05,GCash, Processing,,649 Mabini St.,Gift order
O002143,2025-08-31 08:39:00,C00485,E0122,Smartphone, Computer Accessories ,3,1499,0.2,Bank Transfer,Shipped,Marketplace," Unit 12, Building 19 ",Deliver after 5PM
O002144,2024-01-14 11:22:00,C00652,E0136,Tablet,Electronics,6,14999,,Debit Card,Returned,Marketplace,"Unit 19, Building 23",Deliver after 5PM
O002145,2022-08-03 03:48:00,C00755,E0215,UPS,Electronics,4,499,0.03,PayPal,Delivered,STORE,467 Rizal St.,
O002146,2023-05-24 06:06:00,C00925,E0114,Printer,Mobile Devices,6,999,0,PayPal, DELIVERED ,Marketplace,803 Rizal St.,Gift order
O002147,2024-04-17 13:21:00,C00160,E0038,UPS,Computer Accessories,6,1499,0.1,Credit Card,Delivered,Marketplace,,Call customer
O002148,2024-12-07 17:33:00,C00419,E0048,Smartphone,Electronics,8,1499,0,Bank Transfer ,Processing,Online,617 Bonifacio St.,Urgent
O002149,2023-11-28 01:31:00,C00488,E0094,UPS, Mobile Devices ,,499,0,Debit Card,Cancelled,Online,"Unit 11, Building 33",
O002150,2024-09-17 06:17:00,C00414,E0113,Headset,Computer Accessories,4,9999,0.2,PayPal,Delivered,online,960 Quezon St.,Gift order
O002151,2022-09-08 22:36:00,C00034,E0023,Keyboard,Office Furniture,10,1999,,Credit Card,Processing,Marketplace,998 Bonifacio St.,Gift order
O002152,2022-11-07 12:09:00,C00875,E0122,External Drive,Office Furniture,4,4999,0.15,PayPal,Pending,Store,389 Bonifacio St.,Urgent
O002153,2022-12-07 00:28:00,C00488,E0213,Office Chair,Office Furniture,5,1999,0,Debit Card,Processing,Online,642 Rizal St.,
O002154,2022-02-26 06:03:00,C00052,E0170,Keyboard,Mobile Devices,8,1499,0.1,Credit Card,Processing,Marketplace,"Unit 7, Building 41",Urgent
O002155,2025-12-17 19:08:00,C00394,E0006,Printer,Mobile Devices,9,4999,0.2,Credit Card,Processing,,,
O002156,2025-11-09 18:18:00,C00685,E0100,Smartphone, office furniture ,2,9999,0.2, Debit Card,Pending,online,820 Bonifacio St.,Gift order
O002157,2023-08-31 12:53:00,C00468,E0218,Tablet,Electronics,8,9999,0.1,Debit Card,Shipped,STORE,566 Bonifacio St.,Urgent
O002158,2024-09-15 01:18:00,C00372,E0107, Projector ,COMPUTER ACCESSORIES ,5,19999,,Bank Transfer ,Delivered,,"Unit 9, Building 8",Urgent
O002159,2022-04-18 15:19:00,C00629,E0223,Keyboard,Office Furniture,3,,0.05,PayPal,Pending,Store,596 Rizal St.,
O002160,2023-02-26 01:31:00,C00152,E0187,Tablet, networking,8,799,0.05,GCash,Returned,,"Unit 7, Building 8",Urgent
O002161,2022-04-16 17:45:00,C00915,E0174,Monitor,Office Furniture,3,19999,0.03,Credit Card,Shipped,Online,522 Main St.,Gift order
O002162,2022-05-28 14:57:00,C00256,E0063,Keyboard,Office Furniture,2,999,0.15,PayPal,Pending,,512 Bonifacio St.,
O002163,2023-07-16 05:30:00,C00155,E0018,Router,Electronics,7,,0.1, DEBIT CARD ,Pending,Online,"Unit 3, Building 3",Call customer
O002164,2023-11-23 16:11:00,C00277,E0065, Office Chair,Networking,10,1999,,,Processing,STORE,685 Quezon St.,Urgent
O002165,2025-07-04 07:10:00,C00582,E0210,Office Chair,Office Furniture,7,,0.15,Debit Card,Pending,Online,197 Mabini St.,
O002166,2024-02-04 11:58:00,C00002,E0225,External Drive,Electronics,3,1999,,Cash,Cancelled,Online,317 Main St.,
O002167,2025-09-14 04:24:00,C00122,E0013,Router,Mobile Devices,10,,0.2,Bank Transfer,Delivered,STORE,481 Quezon St.,Urgent
O002168,2022-08-03 13:51:00,C00320,E0148,Laptop,Networking,4,1999,0.1, BANK TRANSFER ,Cancelled,online,"Unit 5, Building 10",Deliver after 5PM
